#DataThief C:\Users\Phil\Documents\My Dropbox\Publications, Reports and Responsibilities\Chapters\4. Forest restoration trajectories\Data extraction\Figures for data extraction\Benavides et al 2006a.jpg Wednesday 31-Oct-2012 9:12:17 AM
2.0505, 5.8439
4.9603, 5.8763
4.9045, 6.9362
4.9117, 9.9642
4.0737, -0.0266
11.0572, -2.0008e-3
11.9883, -0.0416
7.1023, 1.0274
7.975, 0.9879
4.0245, 3.8719
4.9513, 2.0156
7.9425, 11.9645
7.9983, 10.9425
11.8904, 7.9449
11.0663, 3.8965
12.9843, 2.8331
14.963, 2.8672
14.9189, 8.9233
14.8561, 6.9174
14.9702, 5.9331
14.9678, 4.9111
16.0129, 3.8872
10.9172, 14.8355
18.0128, 13.0053
17.9498, 10.9236
19.982, 8.9516
19.9797, 7.9675
19.9774, 6.9455
19.9725, 4.8638
21.076, 3.8776
19.9076, 1.9872
18.0432, 1.0446
19.9422, 16.8245
21.8604, 15.8746
23.0267, 16.8942
25.0077, 17.8747
23.013, 10.9898
21.9026, 8.9858
23.9348, 6.9759
24.9335, 11.024
24.9891, 9.9262
30.094, 2.8763
28.02, 11.9264
28.8906, 10.9029
29.9964, 10.9386
30.0592, 12.9445
40.0803, 17.8083
40.0197, 16.7865
40.0757, 15.8401
40.0732, 14.7803
40.1271, 12.9256
40.0058, 10.8439
40.0036, 9.8599
