"","Estimate","Std. Error","Adjusted SE","Lower CI","Upper CI"
"(Intercept)",-1.90592751204207,1.03888866689085,NA,-3.94211188309497,0.13025685901083
"logAge",0.38627231250654,0.307651657280898,NA,-0.216713855548079,0.98925848056116
"logAgesq",0.0569601568743391,0.0965966228498017,NA,-0.132365744939471,0.246286058688149
